Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
DefaultEntity,Person,[Population],Content,NumberInSystem,Average,94.0226735842555
DefaultEntity,Person,[Population],Content,NumberInSystem,Maximum,201
DefaultEntity,Person,[Population],Content,NumberInSystem,Minimum,0
DefaultEntity,Person,[Population],FlowTime,TimeInSystem,Average,3.69626339559189
DefaultEntity,Person,[Population],FlowTime,TimeInSystem,Maximum,13.2336859774107
DefaultEntity,Person,[Population],FlowTime,TimeInSystem,Minimum,0.408909597355286
DefaultEntity,Person,[Population],FlowTime,TimeInSystem,Observations,369
DefaultEntity,Person,[Population],Throughput,NumberCreated,Total,570
DefaultEntity,Person,[Population],Throughput,NumberDestroyed,Total,369
Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Average,3.71037327582429
Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,13.2336859774107
Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,0.408909597355286
Sink,Sink1,[DestroyedEntities],FlowTime,TimeInSystem,Observations,361
Sink,Sink1,InputBuffer,Throughput,NumberEntered,Total,361
Sink,Sink1,InputBuffer,Throughput,NumberExited,Total,361
Sink,Sink10,[DestroyedEntities],FlowTime,TimeInSystem,Average,2.34827716027666
Sink,Sink10,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,2.34827716027666
Sink,Sink10,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,2.34827716027666
Sink,Sink10,[DestroyedEntities],FlowTime,TimeInSystem,Observations,1
Sink,Sink10,InputBuffer,Throughput,NumberEntered,Total,1
Sink,Sink10,InputBuffer,Throughput,NumberExited,Total,1
Sink,Sink14,[DestroyedEntities],FlowTime,TimeInSystem,Average,2.10003561083826
Sink,Sink14,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,2.10003561083826
Sink,Sink14,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,2.10003561083826
Sink,Sink14,[DestroyedEntities],FlowTime,TimeInSystem,Observations,1
Sink,Sink14,InputBuffer,Throughput,NumberEntered,Total,1
Sink,Sink14,InputBuffer,Throughput,NumberExited,Total,1
Sink,Sink3,[DestroyedEntities],FlowTime,TimeInSystem,Average,6.71434913574317
Sink,Sink3,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,6.71434913574317
Sink,Sink3,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,6.71434913574317
Sink,Sink3,[DestroyedEntities],FlowTime,TimeInSystem,Observations,1
Sink,Sink3,InputBuffer,Throughput,NumberEntered,Total,1
Sink,Sink3,InputBuffer,Throughput,NumberExited,Total,1
Sink,Sink6,[DestroyedEntities],FlowTime,TimeInSystem,Average,2.10018528592757
Sink,Sink6,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,2.14388970487411
Sink,Sink6,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,2.05648086698103
Sink,Sink6,[DestroyedEntities],FlowTime,TimeInSystem,Observations,2
Sink,Sink6,InputBuffer,Throughput,NumberEntered,Total,2
Sink,Sink6,InputBuffer,Throughput,NumberExited,Total,2
Sink,Sink8,[DestroyedEntities],FlowTime,TimeInSystem,Average,5.68149816192524
Sink,Sink8,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,5.68149816192524
Sink,Sink8,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,5.68149816192524
Sink,Sink8,[DestroyedEntities],FlowTime,TimeInSystem,Observations,1
Sink,Sink8,InputBuffer,Throughput,NumberEntered,Total,1
Sink,Sink8,InputBuffer,Throughput,NumberExited,Total,1
Sink,Sink9,[DestroyedEntities],FlowTime,TimeInSystem,Average,1.71595488010057
Sink,Sink9,[DestroyedEntities],FlowTime,TimeInSystem,Maximum,2.39389455090332
Sink,Sink9,[DestroyedEntities],FlowTime,TimeInSystem,Minimum,1.03801520929783
Sink,Sink9,[DestroyedEntities],FlowTime,TimeInSystem,Observations,2
Sink,Sink9,InputBuffer,Throughput,NumberEntered,Total,2
Sink,Sink9,InputBuffer,Throughput,NumberExited,Total,2
Source,Source1,OutputBuffer,Content,NumberInStation,Average,4.84677299245357
Source,Source1,OutputBuffer,Content,NumberInStation,Maximum,15
Source,Source1,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Average,0.829806755177038
Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Maximum,2.04431186069723
Source,Source1,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.00293916112351766
Source,Source1,OutputBuffer,Throughput,NumberEntered,Total,137
Source,Source1,OutputBuffer,Throughput,NumberExited,Total,129
Source,Source1,Processing,Throughput,NumberEntered,Total,137
Source,Source1,Processing,Throughput,NumberExited,Total,137
Source,Source10,OutputBuffer,Content,NumberInStation,Average,18.8581106539722
Source,Source10,OutputBuffer,Content,NumberInStation,Maximum,50
Source,Source10,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source10,OutputBuffer,HoldingTime,TimeInStation,Average,1.70189569669383
Source,Source10,OutputBuffer,HoldingTime,TimeInStation,Maximum,4.5358537176163
Source,Source10,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.00308409067501358
Source,Source10,OutputBuffer,Throughput,NumberEntered,Total,254
Source,Source10,OutputBuffer,Throughput,NumberExited,Total,211
Source,Source10,Processing,Throughput,NumberEntered,Total,254
Source,Source10,Processing,Throughput,NumberExited,Total,254
Source,Source11,OutputBuffer,Content,NumberInStation,Average,1.51375769391578
Source,Source11,OutputBuffer,Content,NumberInStation,Maximum,6
Source,Source11,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source11,OutputBuffer,HoldingTime,TimeInStation,Average,1.08527352822027
Source,Source11,OutputBuffer,HoldingTime,TimeInStation,Maximum,1.99530813969074
Source,Source11,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.00400958484901537
Source,Source11,OutputBuffer,Throughput,NumberEntered,Total,34
Source,Source11,OutputBuffer,Throughput,NumberExited,Total,33
Source,Source11,Processing,Throughput,NumberEntered,Total,34
Source,Source11,Processing,Throughput,NumberExited,Total,34
Source,Source12,OutputBuffer,Content,NumberInStation,Average,1.53717550582757
Source,Source12,OutputBuffer,Content,NumberInStation,Maximum,9
Source,Source12,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source12,OutputBuffer,HoldingTime,TimeInStation,Average,0.997086814590857
Source,Source12,OutputBuffer,HoldingTime,TimeInStation,Maximum,2.21095230630587
Source,Source12,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.00320825128197377
Source,Source12,OutputBuffer,Throughput,NumberEntered,Total,37
Source,Source12,OutputBuffer,Throughput,NumberExited,Total,37
Source,Source12,Processing,Throughput,NumberEntered,Total,37
Source,Source12,Processing,Throughput,NumberExited,Total,37
Source,Source13,OutputBuffer,Content,NumberInStation,Average,0.0308727040011315
Source,Source13,OutputBuffer,Content,NumberInStation,Maximum,1
Source,Source13,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source13,OutputBuffer,HoldingTime,TimeInStation,Average,0.740944896027157
Source,Source13,OutputBuffer,HoldingTime,TimeInStation,Maximum,0.740944896027157
Source,Source13,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.740944896027157
Source,Source13,OutputBuffer,Throughput,NumberEntered,Total,1
Source,Source13,OutputBuffer,Throughput,NumberExited,Total,1
Source,Source13,Processing,Throughput,NumberEntered,Total,1
Source,Source13,Processing,Throughput,NumberExited,Total,1
Source,Source14,OutputBuffer,Content,NumberInStation,Average,0.0709066548205668
Source,Source14,OutputBuffer,Content,NumberInStation,Maximum,1
Source,Source14,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source14,OutputBuffer,HoldingTime,TimeInStation,Average,0.850879857846802
Source,Source14,OutputBuffer,HoldingTime,TimeInStation,Maximum,0.880181434924696
Source,Source14,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.821578280768907
Source,Source14,OutputBuffer,Throughput,NumberEntered,Total,2
Source,Source14,OutputBuffer,Throughput,NumberExited,Total,2
Source,Source14,Processing,Throughput,NumberEntered,Total,2
Source,Source14,Processing,Throughput,NumberExited,Total,2
Source,Source2,OutputBuffer,Content,NumberInStation,Average,0.070254053500795
Source,Source2,OutputBuffer,Content,NumberInStation,Maximum,1
Source,Source2,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source2,OutputBuffer,HoldingTime,TimeInStation,Average,0.84304864200954
Source,Source2,OutputBuffer,HoldingTime,TimeInStation,Maximum,1.66377772366527
Source,Source2,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.0223195603538047
Source,Source2,OutputBuffer,Throughput,NumberEntered,Total,2
Source,Source2,OutputBuffer,Throughput,NumberExited,Total,2
Source,Source2,Processing,Throughput,NumberEntered,Total,2
Source,Source2,Processing,Throughput,NumberExited,Total,2
Source,Source3,OutputBuffer,Content,NumberInStation,Average,0.00383613893338416
Source,Source3,OutputBuffer,Content,NumberInStation,Maximum,1
Source,Source3,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source3,OutputBuffer,HoldingTime,TimeInStation,Average,0.0920673344012197
Source,Source3,OutputBuffer,HoldingTime,TimeInStation,Maximum,0.0920673344012197
Source,Source3,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.0920673344012197
Source,Source3,OutputBuffer,Throughput,NumberEntered,Total,1
Source,Source3,OutputBuffer,Throughput,NumberExited,Total,1
Source,Source3,Processing,Throughput,NumberEntered,Total,1
Source,Source3,Processing,Throughput,NumberExited,Total,1
Source,Source4,OutputBuffer,Content,NumberInStation,Average,0.0200408180567627
Source,Source4,OutputBuffer,Content,NumberInStation,Maximum,1
Source,Source4,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source4,OutputBuffer,HoldingTime,TimeInStation,Average,0.240489816681153
Source,Source4,OutputBuffer,HoldingTime,TimeInStation,Maximum,0.365068064458534
Source,Source4,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.115911568903772
Source,Source4,OutputBuffer,Throughput,NumberEntered,Total,2
Source,Source4,OutputBuffer,Throughput,NumberExited,Total,2
Source,Source4,Processing,Throughput,NumberEntered,Total,2
Source,Source4,Processing,Throughput,NumberExited,Total,2
Source,Source5,OutputBuffer,Content,NumberInStation,Average,0.0165701322985511
Source,Source5,OutputBuffer,Content,NumberInStation,Maximum,1
Source,Source5,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source5,OutputBuffer,HoldingTime,TimeInStation,Average,0.198841587582613
Source,Source5,OutputBuffer,HoldingTime,TimeInStation,Maximum,0.253177388600395
Source,Source5,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.14450578656483
Source,Source5,OutputBuffer,Throughput,NumberEntered,Total,2
Source,Source5,OutputBuffer,Throughput,NumberExited,Total,2
Source,Source5,Processing,Throughput,NumberEntered,Total,2
Source,Source5,Processing,Throughput,NumberExited,Total,2
Source,Source6,OutputBuffer,Content,NumberInStation,Average,0.498303187077792
Source,Source6,OutputBuffer,Content,NumberInStation,Maximum,2
Source,Source6,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source6,OutputBuffer,HoldingTime,TimeInStation,Average,0.996606374155585
Source,Source6,OutputBuffer,HoldingTime,TimeInStation,Maximum,1.86404082921968
Source,Source6,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.0511312293576651
Source,Source6,OutputBuffer,Throughput,NumberEntered,Total,12
Source,Source6,OutputBuffer,Throughput,NumberExited,Total,12
Source,Source6,Processing,Throughput,NumberEntered,Total,12
Source,Source6,Processing,Throughput,NumberExited,Total,12
Source,Source7,OutputBuffer,Content,NumberInStation,Average,0.23098132755675
Source,Source7,OutputBuffer,Content,NumberInStation,Maximum,3
Source,Source7,OutputBuffer,Content,NumberInStation,Minimum,0
Source,Source7,OutputBuffer,HoldingTime,TimeInStation,Average,0.692943982670251
Source,Source7,OutputBuffer,HoldingTime,TimeInStation,Maximum,1.6838528449668
Source,Source7,OutputBuffer,HoldingTime,TimeInStation,Minimum,0.152351632481171
