cust_id,qty,amt_paid,avg_discount_rate,amt_nestle_rate,amt_private_rate
27699971,506,882.86,0.093051446416831,0.0363817592823324,0
56519660,431,778.01,0.058828510597116,0.000886878060693307,0
7789800,306,485.14,0.110813782991202,0.0238487859174671,0
96659926,279,462.95,0.156140063068482,0.0549519386542823,0
74569796,161,403.12,0.0933381314380819,0,0
67109912,305.385,380.82,0.0626661415772374,0.0335066435586366,0
64099775,178,332.95,0.121735689791612,0,0
22769927,95,306.21,0.133335220196989,0.0249501975768264,0
89179574,236.134,293.73,0.261223873839885,0.0482075375344704,0
17619860,188,284.94,0.229600389336506,0,0
67829997,112,275.94,0.189555921052632,0.00576212220047837,0
73369631,165,241.57,0.244267167214141,0.0217328310634599,0
42939560,111,231.87,0.19003039088972,0.026049079225428,0
80139812,141,229.14,0.271854841272363,0.0342148904599808,0
56999610,95.286,228.18,0.16506275385122,0.0396178455605224,0
72869805,176,227.89,0.318062122209588,0.00324718065733468,0
33169982,107,226.8,0.0528689551490854,0,0
88759784,150,223.98,0.342221961175883,0.0444682560942941,0
89459995,88,221.42,0.137235037406484,0.0400596152109114,0
16619528,117,214.45,0.364460777050055,0.0343203543949639,0
41379703,107.252,203.92,0.179825443429996,0.0527657905060808,0
41599708,77,199,0.286149872654877,0.012964824120603,0
8189540,162,196.47,0.216439339554917,0.00987428106072174,0
29999914,72,196.21,0.324996559790835,0.0231384740838897,0
74419982,96,195.9,0.0331178125462712,0.00913731495661052,0
87369829,115.34,195.54,0.291650063394313,0.0192799427227166,0
90829769,100,192.98,0.261998546789552,0.00647735516633848,0
72629858,148,190.85,0.391072682024121,0.0438564317526854,0
48429907,73.542,190.04,0.187793828532353,0.0104714796884866,0
17659971,77,186.76,0.116723420355656,0.0462625829942172,0
53759799,84,174.65,0.306393963463066,0.0107643859146865,0
15929935,162.595,173.1,0.0931950337890932,0.0048526863084922,0
25089826,141,171.65,0.0553109521188773,0.052199242644917,0
70559953,96,170.15,0.138219205834684,0.00934469585659712,0
9019561,121,168.76,0.211770200840729,0.0216876036975587,0
73619832,97,167.85,0.329485079694803,0.0117962466487936,0
33259651,129,165.39,0.242997070670084,0.0487332970554447,0
64519986,103,165.13,0.134311926605505,0.0471143947193121,0
61199758,81,164.65,0.083954601090464,0.0255693896143334,0
50399606,174,161.71,0.41164271420775,0,0
24889696,87,159.13,0.0782019347737937,0.0366367121221643,0
91369775,61,158.42,0.168617160850171,0.0576947355131928,0
42409790,72,158.22,0.177265872809526,0,0
44529936,105,155.07,0.255723542116631,0,0
54539682,87,147.15,0.141481913652275,0.036561331974176,0
9489849,62.042,146.64,0.430568499534017,0,0
21619993,65,146.08,0.219991456642461,0.019920591456736,0
78989819,66,144.92,0.175138027207012,0,0
41469905,88.37,144.69,0.232291611397039,0.0068422143893842,0
91789971,64.752,144.33,0.0623050935550936,0.0116399916857202,0
52989908,143,144.19,0.368584690839026,0.0405714682016783,0
69489826,81,143.5,0.0968026183282981,0.0187456445993031,0
74469674,96,142.54,0.335012829484488,0.0397783078434124,0
90979833,92,141.61,0.332594966537845,0.0488666054657157,0
21349918,103,137.75,0.0185950413223141,0.0122686025408348,0
51849807,101.014,136.8,0.324277599407261,0.0543859649122807,0
71839643,81,132.75,0.103161734900689,0.024406779661017,0
51999637,102,132.54,0.373718281907102,0.030632261958654,0
85489814,53,131.65,0.0851921339726218,0.0246107102164831,0
98849939,41,130.05,0.156560088202867,0.0412918108419839,0
29119924,91,129.6,0.106206896551724,0.0106481481481481,0
27659909,82,126.3,0.127099315778561,0.0269992082343626,0
35649822,87.126,125.55,0.292357118701387,0,0
52039819,92,123.22,0.256725781155749,0.0465833468592761,0
95529877,86,120.1,0.348663159607354,0.0457951706910908,0
99579555,77,118.61,0.0921546115575966,0,0
32659788,74,118.47,0.356525989897344,0,0
57449541,42,117.85,0.0813065169940755,0.0134917267713195,0
55699615,51,116.73,0.0846859562455893,0.0548273794225992,0
20929985,51,116.55,0.139725420726306,0,0
45729819,65,114.69,0.229389236041121,0.0424622896503618,0
58639830,97,114.68,0.0776160218772621,0.0108998953610045,0
35629876,57,113.59,0.157719116120421,0,0
17739616,44,113.25,0.128578024007387,0.0529801324503311,0
79339603,85,113.21,0.325367975686789,0.0158113240879781,0
31909871,68.16,112.98,0.448420641507592,0.0139847760665605,0
25249953,59,112.68,0.172747962704647,0.0166844160454384,0
59179928,56.13,112.4,0.0450297366185217,0.0530249110320285,0
66199904,83,112.24,0.415599291887952,0.014967925873129,0
30699778,32.5,111.58,0.0614064602960969,0.0178347374081377,0
39849975,34,110.53,0.222605148403432,0.00624264905455532,0
42649949,38,110.04,0.278047500328041,0,0
97309834,67,109.84,0.33875142977545,0.0225782957028405,0
65739938,55,109.13,0.038925583443417,0,0
17759647,60,109.09,0.240531885268727,0.0231001925016042,0
38399997,48.152,109.04,0.120077469335055,0.0118305209097579,0
40669690,125,108.82,0.374741438749713,0.0258224591067818,0
34219942,56,108.67,0.153066791364664,0.0311033403883316,0
5929637,96,106.84,0.174470715499923,0.00786222388618495,0
3629926,36,105.66,0.0652866242038217,0.0276358129850464,0
3239920,61,105.19,0.140885331590983,0,0
68909737,56.138,104.91,0.12523972317185,0.0161090458488228,0
26499927,58,103.74,0.280233122875182,0.0327742433005591,0
9929819,67,103.65,0.292636320207466,0.0224794983116257,0
19029746,78.22,103.64,0.354348367804635,0.0387881126978001,0
53369701,57.074,103.11,0.313012192684389,0.0269614974299292,0
99399883,75,100.9,0.273316528628016,0,0
37549925,24,100.64,0.259400986091692,0,0
75589877,71,100.04,0.391484184914842,0,0
80879900,61,99.92,0.320872697614355,0,0
1649869,41.168,99.77,0.342190281532274,0.0579332464668738,0
20159580,46,99.51,0.200530248252591,0,0
24509989,67,99.1,0.296714214747002,0.0535822401614531,0
62999896,61,98.87,0.306321476180453,0.011631435217963,0
91509855,35.054,98.81,0.208380067296908,0.0181155753466248,0
27359976,43,98.48,0.162442592277598,0.0550365556458164,0
63009935,64.155,98.12,0.215165573508239,0.0512637586628618,0
75949846,93,96.74,0.166034482758621,0.0205706016125698,0
79639834,71,95.74,0.153941322021916,0.0185920200543138,0
40199579,67,94.96,0.0688370268680133,0.0177969671440607,0
62119849,87,94.83,0.388351393188855,0.0392280923758304,0
89399823,51,94.53,0.161670805250089,0.02570612503967,0
94509555,42,93.58,0.0256143273635985,0,0
22119651,73,93.48,0.391604295476733,0.0179717586649551,0
17279985,9,91.29,0.00717781402936379,0,0
51999892,42.02,91.07,0.167321934717016,0,0
4069947,56,90.16,0.197293447293447,0.0407054125998225,0
72549944,43,89.71,0.0742957383138995,0,0
28149580,41,89.33,0.129337231968811,0.0471286242023956,0
97329906,85,89.15,0.0283378746594005,0.0122265844083006,0
19789898,49,88.53,0.240672441890385,0.0422455664746414,0
86449933,50.23,88.48,0.210563882940757,0.0202305605786618,0
4139823,64,88.45,0.242852251326828,0.00893159977388355,0
80589961,75,88.28,0.290809768637532,0.0334164023561396,0
85969765,19.577,88.17,0.0768505915610931,0.0203016899172054,0
550000,71.022,88.06,0.145297486169077,0.0225982284805814,0
26249571,73,86.86,0.1423775671406,0.0229104305779415,0
8749884,54.234,86.03,0.296450768727511,0.0587004533302336,0
73299659,39.268,85.51,0.212397531546468,0.0330955443807742,0
4699985,42,85.44,0.372595094727566,0,0
86819903,62,85.39,0.383153940619808,0.019674434945544,0
53239562,45,85.08,0.26177874186551,0.0204513399153738,0
43629876,60.228,84.33,0.106200317965024,0.0518202300486185,0
75989819,42.168,82.66,0.0856194690265487,0.0408903943866441,0
10469873,77,82.11,0.30491831033607,0,0
78199697,42,81.63,0.0887474882786336,0,0
11419851,34,80.71,0.0795985859276999,0,0
15399932,34.168,80.62,0.134514224369297,0.0146365666087819,0
58929977,35,80.27,0.233699284009547,0,0
22619950,38,79.33,0.173903988336978,0.036682213538384,0
55769744,41,78.65,0.343050451052456,0,0
98929872,53.042,78.6,0.131491712707182,0.0227735368956743,0
90389762,47,78.19,0.344318658280922,0.0190561452871211,0
77809802,32.085,77.63,0.273671407185629,0,0
93509814,52,77.14,0.348094312515846,0.01283380865958,0
18919757,59,76.74,0.0244088482074752,0,0
51459841,66,76.68,0.129427792915531,0.0194314032342201,0
55399994,44,76.03,0.247897912751014,0.00907536498750493,0
43349579,41,75.2,0.264619597105418,0,0
60789968,42,75.14,0.200127741111348,0.0357998402981102,0
69319972,36,75.13,0.314632366356504,0.0464528151204579,0
93059872,60,74.15,0.183459971368792,0.0083614295347269,0
71229706,19,73.49,0.127922154978047,0,0
12109797,53,73.48,0.3173541434411,0,0
72579576,47,73.15,0.0814917127071823,0.0188653451811347,0
68989594,24.184,73.08,0.0806390740973708,0.0203886152162014,0
64959795,28.254,72.77,0.0360312624188634,0,0
79849706,59,72.37,0.368829583115297,0.0548569849385104,0
49989816,68,72.22,0.370412344172261,0.0444475214621988,0
53729782,40,71.57,0.116637867193286,0.0236132457733687,0
53219594,76.176,71.49,0.362493311931514,0.043922226884879,0
4149898,46,71.36,0.093150336764519,0,0
3679801,38,70.67,0.200475166874081,0.0506579878307627,0
58959780,64,70.34,0.210461331238074,0.0352573215808928,0
1249787,45,70.3,0.120040055075729,0,0
53019591,48,70.02,0.121014310820989,0.0347043701799486,0
62969568,39.032,70.01,0.324944556937615,0.0384230824167976,0
4519741,41,69.8,0.242292661745549,0,0
12099812,43,68.9,0.108667529107374,0,0
15459631,49,68.81,0.164014093062811,0.0129341665455602,0
91699705,40,68.73,0.236926834684135,0.0266259275425578,0
68749573,43,68.61,0.212555950877998,0.0564057717533887,0
6369940,48,68.56,0.267990604313474,0.0376312718786464,0
63579949,32,68.33,0.352260877808323,0.0247329138006732,0
56759912,33,67.83,0.046259842519685,0.0381836945304438,0
50799826,42,67.68,0.264027838190518,0.0146276595744681,0
72979905,38,67.42,0.0732646048109966,0.0591812518540492,0
7539946,27,66.99,0.237363387978142,0.0206000895656068,0
95119997,56.076,66.98,0.314431934493347,0.0298596595998806,0
