0,POSITIVE
1,POSITIVE
2,POSITIVE
3,POSITIVE
4,POSITIVE
5,NEGATIVE
6,POSITIVE
7,POSITIVE
8,POSITIVE
9,MIXED
10,NEGATIVE
11,POSITIVE
12,MIXED
13,POSITIVE
14,POSITIVE
15,POSITIVE
16,NEGATIVE
17,POSITIVE
18,NEGATIVE
19,POSITIVE
20,POSITIVE
21,NEGATIVE
22,POSITIVE
23,POSITIVE
24,POSITIVE
25,NEGATIVE
26,POSITIVE
27,NEGATIVE
28,POSITIVE
29,NEGATIVE
30,POSITIVE
31,POSITIVE
32,POSITIVE
33,MIXED
34,NEGATIVE
35,POSITIVE
36,POSITIVE
37,MIXED
38,NEGATIVE
39,POSITIVE
40,POSITIVE
41,POSITIVE
42,MIXED
43,POSITIVE
44,POSITIVE
45,NEGATIVE
46,MIXED
47,MIXED
48,MIXED
49,POSITIVE
50,POSITIVE
51,NEGATIVE
52,NEGATIVE
53,POSITIVE
54,POSITIVE
55,MIXED
56,MIXED
57,POSITIVE
58,POSITIVE
59,POSITIVE
60,POSITIVE
61,POSITIVE
62,NEGATIVE
63,POSITIVE
64,POSITIVE
65,MIXED
66,POSITIVE
67,NEGATIVE
68,POSITIVE
69,MIXED
70,POSITIVE
71,MIXED
72,POSITIVE
73,MIXED
74,NEGATIVE
75,POSITIVE
76,NEGATIVE
77,POSITIVE
78,POSITIVE
79,NEGATIVE
80,POSITIVE
81,POSITIVE
82,NEGATIVE
83,NEGATIVE
84,POSITIVE
85,NEGATIVE
86,NEUTRAL
87,POSITIVE
88,POSITIVE
89,POSITIVE
90,POSITIVE
91,POSITIVE
92,POSITIVE
93,POSITIVE
94,POSITIVE
95,POSITIVE
96,POSITIVE
97,POSITIVE
98,MIXED
99,POSITIVE
100,POSITIVE
101,POSITIVE
102,POSITIVE
103,NEGATIVE
104,POSITIVE
105,POSITIVE
106,POSITIVE
107,POSITIVE
108,MIXED
109,POSITIVE
110,POSITIVE
111,POSITIVE
112,POSITIVE
113,NEGATIVE
114,POSITIVE
115,NEGATIVE
116,POSITIVE
117,NEGATIVE
118,MIXED
119,NEGATIVE
120,POSITIVE
121,POSITIVE
122,NEGATIVE
123,POSITIVE
124,NEUTRAL
125,POSITIVE
126,POSITIVE
127,POSITIVE
128,POSITIVE
129,NEGATIVE
130,POSITIVE
131,NEGATIVE
132,POSITIVE
133,MIXED
134,POSITIVE
135,NEGATIVE
136,POSITIVE
137,POSITIVE
138,NEGATIVE
139,MIXED
140,POSITIVE
141,NEGATIVE
142,NEGATIVE
143,MIXED
144,MIXED
145,POSITIVE
146,POSITIVE
147,POSITIVE
148,POSITIVE
149,POSITIVE
150,POSITIVE
151,POSITIVE
152,POSITIVE
153,NEGATIVE
154,NEGATIVE
155,POSITIVE
156,POSITIVE
157,NEGATIVE
158,POSITIVE
159,POSITIVE
160,POSITIVE
161,POSITIVE
162,POSITIVE
163,POSITIVE
164,POSITIVE
165,POSITIVE
166,NEGATIVE
167,NEGATIVE
168,NEGATIVE
169,POSITIVE
170,NEGATIVE
171,POSITIVE
172,POSITIVE
173,POSITIVE
174,POSITIVE
175,POSITIVE
176,POSITIVE
177,POSITIVE
178,POSITIVE
179,NEGATIVE
180,NEGATIVE
181,POSITIVE
182,POSITIVE
183,POSITIVE
184,POSITIVE
185,POSITIVE
186,POSITIVE
187,POSITIVE
188,POSITIVE
189,NEGATIVE
190,MIXED
191,POSITIVE
192,NEGATIVE
193,POSITIVE
194,POSITIVE
195,POSITIVE
196,POSITIVE
197,POSITIVE
198,NEGATIVE
199,POSITIVE
200,POSITIVE
201,POSITIVE
202,POSITIVE
203,POSITIVE
204,POSITIVE
205,POSITIVE
206,POSITIVE
207,NEGATIVE
208,MIXED
209,POSITIVE
210,NEGATIVE
211,POSITIVE
212,POSITIVE
213,NEGATIVE
214,NEGATIVE
215,POSITIVE
216,POSITIVE
217,POSITIVE
218,POSITIVE
219,POSITIVE
220,POSITIVE
221,POSITIVE
222,POSITIVE
223,NEGATIVE
224,POSITIVE
225,POSITIVE
226,NEGATIVE
227,POSITIVE
228,POSITIVE
229,POSITIVE
230,POSITIVE
231,MIXED
232,POSITIVE
233,POSITIVE
234,POSITIVE
235,POSITIVE
236,POSITIVE
237,POSITIVE
238,MIXED
239,NEGATIVE
240,POSITIVE
241,POSITIVE
242,POSITIVE
243,POSITIVE
244,NEGATIVE
245,POSITIVE
246,POSITIVE
247,NEGATIVE
248,POSITIVE
249,POSITIVE
250,POSITIVE
251,POSITIVE
252,POSITIVE
253,POSITIVE
254,POSITIVE
255,NEGATIVE
256,POSITIVE
257,POSITIVE
258,NEGATIVE
259,POSITIVE
260,MIXED
261,NEGATIVE
262,POSITIVE
263,NEGATIVE
264,POSITIVE
265,NEGATIVE
266,POSITIVE
267,POSITIVE
268,POSITIVE
269,POSITIVE
270,POSITIVE
271,POSITIVE
272,POSITIVE
273,POSITIVE
274,POSITIVE
275,POSITIVE
276,POSITIVE
277,POSITIVE
278,POSITIVE
279,POSITIVE
280,POSITIVE
281,POSITIVE
282,POSITIVE
283,POSITIVE
284,NEGATIVE
285,POSITIVE
286,POSITIVE
287,POSITIVE
288,POSITIVE
289,POSITIVE
290,NEGATIVE
291,NEGATIVE
292,NEGATIVE
293,NEGATIVE
294,NEGATIVE
295,POSITIVE
296,POSITIVE
297,MIXED
298,POSITIVE
299,POSITIVE
300,POSITIVE
301,POSITIVE
302,MIXED
303,POSITIVE
304,NEGATIVE
305,POSITIVE
306,POSITIVE
307,POSITIVE
308,POSITIVE
309,POSITIVE
310,NEGATIVE
311,NEGATIVE
312,POSITIVE
313,NEGATIVE
314,POSITIVE
315,POSITIVE
316,POSITIVE
317,POSITIVE
318,NEGATIVE
319,NEGATIVE
320,POSITIVE
321,NEGATIVE
322,NEGATIVE
323,POSITIVE
324,NEGATIVE
325,NEGATIVE
326,POSITIVE
327,MIXED
328,POSITIVE
329,POSITIVE
330,NEUTRAL
331,POSITIVE
332,MIXED
333,POSITIVE
334,MIXED
335,POSITIVE
336,NEUTRAL
337,POSITIVE
338,POSITIVE
339,POSITIVE
340,POSITIVE
341,NEGATIVE
342,NEGATIVE
343,POSITIVE
344,NEGATIVE
345,NEGATIVE
346,POSITIVE
347,NEGATIVE
348,POSITIVE
349,POSITIVE
350,MIXED
351,POSITIVE
352,POSITIVE
353,MIXED
354,POSITIVE
355,NEGATIVE
356,POSITIVE
357,NEGATIVE
358,NEGATIVE
359,NEGATIVE
360,POSITIVE
361,MIXED
362,NEGATIVE
363,POSITIVE
364,POSITIVE
365,POSITIVE
366,NEGATIVE
367,POSITIVE
368,POSITIVE
369,POSITIVE
370,POSITIVE
371,NEGATIVE
372,POSITIVE
373,POSITIVE
374,POSITIVE
375,POSITIVE
376,POSITIVE
377,POSITIVE
378,NEGATIVE
379,POSITIVE
380,MIXED
381,POSITIVE
382,NEGATIVE
383,POSITIVE
384,POSITIVE
385,MIXED
386,POSITIVE
387,POSITIVE
388,NEGATIVE
389,POSITIVE
390,POSITIVE
391,POSITIVE
392,MIXED
393,POSITIVE
394,POSITIVE
395,MIXED
396,POSITIVE
397,POSITIVE
398,POSITIVE
399,POSITIVE
400,POSITIVE
401,POSITIVE
402,POSITIVE
403,POSITIVE
404,POSITIVE
405,NEGATIVE
406,POSITIVE
407,POSITIVE
408,NEGATIVE
409,POSITIVE
410,POSITIVE
411,POSITIVE
412,NEGATIVE
413,NEGATIVE
414,POSITIVE
415,POSITIVE
416,POSITIVE
417,POSITIVE
418,NEGATIVE
419,POSITIVE
420,POSITIVE
421,POSITIVE
422,POSITIVE
423,POSITIVE
424,POSITIVE
425,POSITIVE
426,POSITIVE
427,POSITIVE
428,NEGATIVE
429,POSITIVE
430,POSITIVE
431,POSITIVE
432,POSITIVE
433,NEGATIVE
434,POSITIVE
435,POSITIVE
436,POSITIVE
437,POSITIVE
438,POSITIVE
439,NEGATIVE
440,POSITIVE
441,POSITIVE
442,POSITIVE
443,POSITIVE
444,POSITIVE
445,POSITIVE
446,POSITIVE
447,POSITIVE
448,NEGATIVE
449,POSITIVE
450,NEGATIVE
451,POSITIVE
452,POSITIVE
453,POSITIVE
454,POSITIVE
455,NEGATIVE
456,NEGATIVE
457,POSITIVE
458,POSITIVE
459,POSITIVE
460,POSITIVE
461,NEGATIVE
462,NEGATIVE
463,NEGATIVE
464,POSITIVE
465,POSITIVE
466,POSITIVE
467,NEGATIVE
468,NEGATIVE
469,POSITIVE
470,POSITIVE
471,POSITIVE
472,POSITIVE
473,POSITIVE
474,NEGATIVE
475,POSITIVE
476,POSITIVE
477,POSITIVE
478,POSITIVE
479,POSITIVE
480,POSITIVE
481,POSITIVE
482,NEGATIVE
483,MIXED
484,NEGATIVE
485,NEGATIVE
486,POSITIVE
487,POSITIVE
488,NEGATIVE
489,NEGATIVE
490,POSITIVE
491,POSITIVE
492,POSITIVE
493,NEGATIVE
494,POSITIVE
495,POSITIVE
496,POSITIVE
497,POSITIVE
498,NEGATIVE
499,POSITIVE
500,NEGATIVE
501,POSITIVE
502,POSITIVE
503,MIXED
504,NEGATIVE
505,POSITIVE
506,POSITIVE
507,POSITIVE
508,MIXED
509,POSITIVE
510,POSITIVE
511,POSITIVE
512,MIXED
513,POSITIVE
514,POSITIVE
515,POSITIVE
516,POSITIVE
517,POSITIVE
518,NEGATIVE
519,MIXED
520,NEUTRAL
521,NEGATIVE
522,POSITIVE
523,POSITIVE
524,POSITIVE
525,POSITIVE
526,NEGATIVE
527,POSITIVE
528,NEGATIVE
529,NEGATIVE
530,POSITIVE
531,POSITIVE
532,POSITIVE
533,POSITIVE
534,POSITIVE
535,POSITIVE
536,NEGATIVE
537,POSITIVE
538,POSITIVE
539,POSITIVE
540,POSITIVE
541,NEGATIVE
542,POSITIVE
543,NEGATIVE
544,POSITIVE
545,POSITIVE
546,POSITIVE
547,POSITIVE
548,POSITIVE
549,POSITIVE
550,NEGATIVE
551,POSITIVE
552,NEGATIVE
553,POSITIVE
554,NEGATIVE
555,MIXED
556,POSITIVE
557,POSITIVE
558,POSITIVE
559,POSITIVE
560,POSITIVE
561,POSITIVE
562,POSITIVE
563,POSITIVE
564,POSITIVE
565,POSITIVE
566,POSITIVE
567,POSITIVE
568,POSITIVE
569,MIXED
570,MIXED
571,POSITIVE
572,MIXED
573,NEGATIVE
574,POSITIVE
575,POSITIVE
576,POSITIVE
577,NEGATIVE
578,NEGATIVE
579,POSITIVE
580,MIXED
581,POSITIVE
582,POSITIVE
583,NEGATIVE
584,NEGATIVE
585,NEGATIVE
586,POSITIVE
587,POSITIVE
588,NEGATIVE
589,POSITIVE
590,POSITIVE
591,POSITIVE
592,NEGATIVE
593,NEGATIVE
594,POSITIVE
595,POSITIVE
596,POSITIVE
597,POSITIVE
598,POSITIVE
599,POSITIVE
600,POSITIVE
601,POSITIVE
602,NEGATIVE
603,POSITIVE
604,POSITIVE
605,POSITIVE
606,POSITIVE
607,POSITIVE
608,NEGATIVE
609,POSITIVE
610,POSITIVE
611,NEGATIVE
612,POSITIVE
613,POSITIVE
614,NEGATIVE
615,NEGATIVE
616,POSITIVE
617,NEGATIVE
618,POSITIVE
619,POSITIVE
620,MIXED
621,NEGATIVE
622,POSITIVE
623,POSITIVE
624,NEGATIVE
625,POSITIVE
626,POSITIVE
627,POSITIVE
628,POSITIVE
629,NEGATIVE
630,NEGATIVE
631,POSITIVE
632,NEGATIVE
633,POSITIVE
634,NEGATIVE
635,POSITIVE
636,POSITIVE
637,NEGATIVE
638,POSITIVE
639,POSITIVE
640,POSITIVE
641,POSITIVE
642,POSITIVE
643,POSITIVE
644,POSITIVE
645,POSITIVE
646,POSITIVE
647,NEGATIVE
648,POSITIVE
649,POSITIVE
650,POSITIVE
651,POSITIVE
652,POSITIVE
653,NEGATIVE
654,NEGATIVE
655,POSITIVE
656,POSITIVE
657,MIXED
658,POSITIVE
659,NEGATIVE
660,NEGATIVE
661,POSITIVE
662,POSITIVE
663,POSITIVE
664,NEGATIVE
665,POSITIVE
666,MIXED
667,NEGATIVE
668,NEGATIVE
669,POSITIVE
670,POSITIVE
671,NEGATIVE
672,NEGATIVE
673,POSITIVE
674,POSITIVE
675,POSITIVE
676,MIXED
677,POSITIVE
678,POSITIVE
679,MIXED
680,POSITIVE
681,POSITIVE
682,POSITIVE
683,POSITIVE
684,POSITIVE
685,POSITIVE
686,NEGATIVE
687,POSITIVE
688,POSITIVE
689,POSITIVE
690,NEGATIVE
691,POSITIVE
692,POSITIVE
693,POSITIVE
694,NEGATIVE
695,NEGATIVE
696,NEGATIVE
697,NEGATIVE
698,MIXED
699,POSITIVE
700,NEGATIVE
701,POSITIVE
702,MIXED
703,NEGATIVE
704,NEGATIVE
705,NEGATIVE
706,POSITIVE
707,MIXED
708,MIXED
709,MIXED
710,POSITIVE
711,POSITIVE
712,POSITIVE
713,MIXED
714,POSITIVE
715,POSITIVE
716,NEGATIVE
717,POSITIVE
718,POSITIVE
719,NEGATIVE
720,POSITIVE
721,NEGATIVE
722,POSITIVE
723,POSITIVE
724,POSITIVE
725,POSITIVE
726,POSITIVE
727,NEGATIVE
728,POSITIVE
729,NEGATIVE
730,MIXED
731,POSITIVE
732,NEGATIVE
733,MIXED
734,POSITIVE
735,POSITIVE
736,POSITIVE
737,POSITIVE
738,MIXED
739,NEGATIVE
740,POSITIVE
741,NEGATIVE
742,POSITIVE
743,POSITIVE
744,POSITIVE
745,POSITIVE
746,POSITIVE
747,POSITIVE
748,POSITIVE
749,MIXED
750,NEGATIVE
751,NEGATIVE
752,POSITIVE
753,POSITIVE
754,POSITIVE
755,POSITIVE
756,POSITIVE
757,POSITIVE
758,NEGATIVE
759,POSITIVE
760,POSITIVE
761,POSITIVE
762,POSITIVE
763,POSITIVE
764,POSITIVE
765,NEGATIVE
766,POSITIVE
767,NEGATIVE
768,POSITIVE
769,POSITIVE
770,POSITIVE
771,POSITIVE
772,POSITIVE
773,POSITIVE
774,POSITIVE
775,POSITIVE
776,POSITIVE
777,POSITIVE
778,NEGATIVE
779,POSITIVE
780,POSITIVE
781,POSITIVE
782,POSITIVE
783,POSITIVE
784,MIXED
785,POSITIVE
786,POSITIVE
787,POSITIVE
788,POSITIVE
789,NEGATIVE
790,POSITIVE
791,POSITIVE
792,MIXED
793,NEGATIVE
794,POSITIVE
795,POSITIVE
796,POSITIVE
797,POSITIVE
798,POSITIVE
799,MIXED
800,POSITIVE
801,POSITIVE
802,NEGATIVE
803,POSITIVE
804,POSITIVE
805,MIXED
806,POSITIVE
807,NEGATIVE
808,POSITIVE
809,POSITIVE
810,POSITIVE
811,POSITIVE
812,POSITIVE
813,POSITIVE
814,POSITIVE
815,NEGATIVE
816,POSITIVE
817,POSITIVE
818,POSITIVE
819,MIXED
820,POSITIVE
821,POSITIVE
822,MIXED
823,MIXED
824,POSITIVE
825,POSITIVE
826,POSITIVE
827,POSITIVE
828,NEGATIVE
829,POSITIVE
830,POSITIVE
831,POSITIVE
832,POSITIVE
833,POSITIVE
834,POSITIVE
835,POSITIVE
836,POSITIVE
837,MIXED
838,POSITIVE
839,NEGATIVE
840,POSITIVE
841,POSITIVE
842,POSITIVE
843,POSITIVE
844,NEGATIVE
845,POSITIVE
846,POSITIVE
847,POSITIVE
848,POSITIVE
849,POSITIVE
850,POSITIVE
851,NEGATIVE
852,POSITIVE
853,POSITIVE
854,POSITIVE
855,NEGATIVE
856,POSITIVE
857,POSITIVE
858,POSITIVE
859,MIXED
860,NEGATIVE
861,POSITIVE
862,POSITIVE
863,POSITIVE
864,POSITIVE
865,POSITIVE
866,MIXED
867,POSITIVE
868,POSITIVE
869,POSITIVE
870,POSITIVE
871,POSITIVE
872,POSITIVE
873,POSITIVE
874,POSITIVE
875,NEGATIVE
876,POSITIVE
877,POSITIVE
878,POSITIVE
879,NEGATIVE
880,POSITIVE
881,POSITIVE
882,POSITIVE
883,POSITIVE
884,POSITIVE
885,NEGATIVE
886,POSITIVE
887,POSITIVE
888,POSITIVE
889,MIXED
890,NEGATIVE
891,MIXED
892,NEGATIVE
893,POSITIVE
894,POSITIVE
895,POSITIVE
896,POSITIVE
897,POSITIVE
898,NEGATIVE
899,POSITIVE
900,POSITIVE
901,POSITIVE
902,POSITIVE
903,POSITIVE
904,POSITIVE
905,POSITIVE
906,POSITIVE
907,MIXED
908,MIXED
909,POSITIVE
910,POSITIVE
911,POSITIVE
912,POSITIVE
913,POSITIVE
